                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW                Rain    Heat    Cool    In     In    In     In     In   In Air  Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index   Bar    Rain  Rate    D-D     D-D    Temp   Hum    Dew   Heat    EMC Density  Samp   Tx   Recept  Int.
27/05/15  9:10a   17.2   17.2   17.1    81   13.9   0.0   ---   0.00   0.0   ---   17.2   17.4   17.4  1017.9  0.00   0.0   0.004   0.000   25.9    87   23.6   28.7  18.83  .0719    118    1    100.0    5 
27/05/15  9:15a   17.3   17.3   17.2    80   13.8   0.0   ---   0.00   0.0   ---   17.3   17.5   17.5  1017.9  0.00   0.0   0.003   0.000   25.9    87   23.6   28.7  18.83  .0719    117    1    100.0    5 
27/05/15  9:20a   17.3   17.3   17.3    80   13.8   0.0   ---   0.00   0.0   ---   17.3   17.5   17.5  1017.9  0.00   0.0   0.003   0.000   25.9    87   23.6   28.7  18.83  .0719    117    1    100.0    5 
27/05/15  9:25a   17.4   17.4   17.3    80   13.9   0.0   ---   0.00   0.0   ---   17.4   17.6   17.6  1018.0  0.00   0.0   0.003   0.000   25.9    87   23.6   28.7  18.83  .0719    117    1    100.0    5 
27/05/15  9:30a   17.4   17.4   17.4    80   14.0   0.0   ---   0.00   0.0   ---   17.4   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   26.1    87   23.7   28.8  18.82  .0719    117    1    100.0    5 
27/05/15  9:35a   17.4   17.4   17.4    79   13.8   0.0   ---   0.00   0.0   ---   17.4   17.6   17.6  1018.0  0.00   0.0   0.003   0.000   26.1    86   23.5   28.7  18.39  .0719    116    1    100.0    5 
27/05/15  9:40a   17.4   17.4   17.4    80   14.0   0.0   ---   0.00   0.0   ---   17.4   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   26.1    86   23.5   28.7  18.39  .0719    117    1    100.0    5 
27/05/15  9:45a   17.5   17.5   17.4    80   14.0   0.0   SSE   0.00   1.7   SSE   17.5   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   25.9    86   23.4   28.6  18.40  .0720    117    1    100.0    5 
27/05/15  9:50a   17.6   17.6   17.5    79   13.9   0.0   ---   0.00   0.0   ---   17.6   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   25.9    86   23.4   28.6  18.40  .0720    117    1    100.0    5 
27/05/15  9:55a   17.6   17.6   17.6    79   13.9   0.0   ---   0.00   0.0   ---   17.6   17.8   17.8  1018.0  0.00   0.0   0.003   0.000   25.8    86   23.3   28.4  18.41  .0720    117    1    100.0    5 
27/05/15 10:00a   17.7   17.7   17.6    78   13.8   0.0   ---   0.00   0.0   ---   17.7   17.8   17.8  1018.0  0.00   0.0   0.002   0.000   25.7    86   23.2   28.2  18.42  .0720    117    1    100.0    5 
27/05/15 10:05a   17.6   17.7   17.6    78   13.7   0.0   ---   0.00   0.0   ---   17.6   17.8   17.8  1018.0  0.00   0.0   0.003   0.000   25.7    86   23.2   28.2  18.42  .0720    117    1    100.0    5 
27/05/15 10:10a   17.7   17.7   17.6    79   14.0   0.0   ---   0.00   0.0   ---   17.7   17.9   17.9  1018.0  0.00   0.0   0.002   0.000   25.6    86   23.1   28.0  18.43  .0721    117    1    100.0    5 
27/05/15 10:15a   17.8   17.8   17.7    79   14.1   0.0   ---   0.00   0.0   ---   17.8   18.0   18.0  1018.0  0.00   0.0   0.002   0.000   25.6    86   23.1   28.0  18.43  .0721    117    1    100.0    5 
27/05/15 10:20a   17.8   17.8   17.8    78   13.9   0.9   SSE   0.07   1.7   SSE   17.8   18.1   18.1  1018.0  0.00   0.0   0.002   0.000   25.6    87   23.3   28.1  18.86  .0721    118    1    100.0    5 
27/05/15 10:25a   17.9   17.9   17.8    78   14.0   0.9    SE   0.07   3.5    SE   17.9   18.1   18.1  1018.0  0.00   0.0   0.002   0.000   25.6    87   23.3   28.1  18.86  .0721    117    1    100.0    5 
27/05/15 10:30a   18.0   18.0   17.9    78   14.1   0.9    SE   0.07   2.6    SE   18.0   18.2   18.2  1018.0  0.00   0.0   0.001   0.000   25.6    87   23.3   28.1  18.86  .0721    117    1    100.0    5 
27/05/15 10:35a   18.1   18.1   18.0    80   14.6   1.7   SSE   0.14   2.6    SE   18.1   18.4   18.4  1018.1  0.00   0.0   0.001   0.000   25.5    87   23.2   27.9  18.88  .0721    114    1    100.0    5 
27/05/15 10:40a   17.9   18.1   17.9    81   14.6   0.9   SSE   0.07   2.6   SSE   17.9   18.3   18.3  1018.0  0.00   0.0   0.001   0.000   25.5    87   23.2   27.9  18.88  .0721    117    1    100.0    5 
27/05/15 10:45a   17.7   17.9   17.7    82   14.6   1.7   SSE   0.14   3.5   SSE   17.7   18.0   18.0  1018.1  0.00   0.0   0.002   0.000   25.5    87   23.2   27.9  18.88  .0721    117    1    100.0    5 
27/05/15 10:50a   17.4   17.7   17.4    83   14.5   2.6    SW   0.22   3.5    SW   17.4   17.7   17.7  1018.1  0.00   0.0   0.003   0.000   25.6    88   23.5   28.2  19.43  .0720    117    1    100.0    5 
27/05/15 10:55a   17.2   17.4   17.2    84   14.4   1.7   WSW   0.14   3.5   WSW   17.2   17.4   17.4  1018.1  0.00   0.0   0.004   0.000   25.6    88   23.5   28.2  19.43  .0721    117    1    100.0    5 
27/05/15 11:00a   16.9   17.2   16.9    83   14.0   2.6   WSW   0.22   4.3   WSW   16.9   17.1   17.1  1018.1  0.00   0.0   0.005   0.000   25.6    88   23.5   28.2  19.43  .0720    117    1    100.0    5 
27/05/15 11:05a   16.9   16.9   16.9    84   14.2   2.6   WSW   0.22   3.5   WSW   16.9   17.1   17.1  1018.0  0.00   0.0   0.005   0.000   25.7    88   23.6   28.4  19.42  .0720    117    1    100.0    5 
27/05/15 11:10a   16.8   16.9   16.8    84   14.1   1.7   WSW   0.14   3.5   WSW   16.8   17.0   17.0  1018.0  0.00   0.0   0.005   0.000   25.8    88   23.7   28.6  19.41  .0720    117    1    100.0    5 
27/05/15 11:15a   16.8   16.8   16.7    84   14.1   1.7   WSW   0.14   3.5   WSW   16.8   16.9   16.9  1018.1  0.00   0.0   0.005   0.000   25.8    88   23.7   28.6  19.41  .0720    117    1    100.0    5 
27/05/15 11:20a   16.8   16.9   16.8    85   14.3   1.7   WSW   0.14   4.3   WSW   16.8   17.1   17.1  1018.1  0.00   0.0   0.005   0.000   25.9    88   23.8   28.8  19.40  .0719    117    1    100.0    5 
27/05/15 11:25a   16.9   16.9   16.8    85   14.4   2.6   WSW   0.22   4.3   WSW   16.9   17.2   17.2  1018.2  0.00   0.0   0.005   0.000   25.9    88   23.8   28.8  19.40  .0719    117    1    100.0    5 
27/05/15 11:30a   17.0   17.0   16.9    85   14.5   2.6   WSW   0.22   3.5   WSW   17.0   17.2   17.2  1018.1  0.00   0.0   0.005   0.000   25.9    88   23.8   28.8  19.40  .0719    118    1    100.0    5 
27/05/15 11:35a   16.9   17.0   16.9    84   14.2   1.7   WSW   0.14   3.5   WSW   16.9   17.2   17.2  1018.2  0.00   0.0   0.005   0.000   26.1    88   23.9   28.9  19.39  .0719    117    1    100.0    5 
27/05/15 11:40a   16.8   16.9   16.8    84   14.1   3.5   WSW   0.29   4.3   WSW   16.8   17.0   17.0  1018.2  0.00   0.0   0.005   0.000   26.1    88   23.9   28.9  19.39  .0719    113    1     99.1    5 
27/05/15 11:45a   16.9   16.9   16.8    85   14.3   3.5   WSW   0.29   5.2   WSW   16.9   17.1   17.1  1018.1  0.00   0.0   0.005   0.000   26.1    88   23.9   28.9  19.39  .0719    117    1    100.0    5 
27/05/15 11:50a   17.0   17.0   16.8    84   14.3   3.5   WSW   0.29   4.3   WSW   17.0   17.2   17.2  1018.1  0.00   0.0   0.005   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15 11:55a   17.2   17.2   17.0    84   14.4   2.6   WSW   0.22   4.3   WSW   17.2   17.4   17.4  1018.2  0.00   0.0   0.004   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15 12:00p   17.3   17.3   17.2    83   14.4   1.7   WSW   0.14   3.5   WSW   17.3   17.6   17.6  1018.2  0.00   0.0   0.003   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15 12:05p   17.1   17.3   17.1    83   14.2   1.7   WSW   0.14   3.5   WSW   17.1   17.3   17.3  1018.1  0.00   0.0   0.004   0.000   26.2    88   24.1   29.3  19.38  .0718    117    1    100.0    5 
27/05/15 12:10p   17.2   17.2   17.1    83   14.3   1.7   WSW   0.14   3.5   WSW   17.2   17.4   17.4  1018.2  0.00   0.0   0.004   0.000   26.2    88   24.1   29.3  19.38  .0718    117    1    100.0    5 
27/05/15 12:15p   17.3   17.3   17.2    83   14.4   2.6   WSW   0.22   4.3   WSW   17.3   17.6   17.6  1018.1  0.00   0.0   0.003   0.000   26.2    87   23.9   29.2  18.80  .0718    117    1    100.0    5 
27/05/15 12:20p   17.4   17.4   17.3    83   14.5   3.5   WSW   0.29   4.3   WSW   17.4   17.7   17.7  1018.1  0.00   0.0   0.003   0.000   26.2    87   23.9   29.2  18.80  .0719    117    1    100.0    5 
27/05/15 12:25p   17.6   17.6   17.4    83   14.6   2.6   WSW   0.22   4.3   WSW   17.6   17.8   17.8  1018.2  0.00   0.0   0.003   0.000   26.2    87   23.9   29.2  18.80  .0719    117    1    100.0    5 
27/05/15 12:30p   17.6   17.6   17.5    83   14.7   2.6   WSW   0.22   4.3   WSW   17.6   17.9   17.9  1018.1  0.00   0.0   0.003   0.000   26.3    87   24.0   29.4  18.79  .0718    117    1    100.0    5 
27/05/15 12:35p   17.4   17.6   17.4    82   14.3   2.6   WSW   0.22   4.3   WSW   17.4   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   26.3    87   24.0   29.4  18.79  .0718    117    1    100.0    5 
27/05/15 12:40p   17.4   17.4   17.4    83   14.5   3.5   WSW   0.29   4.3   WSW   17.4   17.7   17.7  1018.0  0.00   0.0   0.003   0.000   26.3    87   24.0   29.4  18.79  .0718    117    1    100.0    5 
27/05/15 12:45p   17.6   17.6   17.4    81   14.3   2.6   WSW   0.22   4.3   WSW   17.6   17.9   17.9  1018.0  0.00   0.0   0.003   0.000   26.2    88   24.1   29.3  19.38  .0718    118    1    100.0    5 
27/05/15 12:50p   17.4   17.6   17.4    81   14.1   2.6   WSW   0.22   4.3   WSW   17.4   17.7   17.7  1017.9  0.00   0.0   0.003   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15 12:55p   17.4   17.4   17.4    81   14.1   2.6   WSW   0.22   4.3   WSW   17.4   17.6   17.6  1017.9  0.00   0.0   0.003   0.000   26.2    87   23.8   29.1  18.80  .0719    117    1    100.0    5 
27/05/15  1:00p   17.3   17.4   17.3    81   14.0   1.7   WSW   0.14   4.3   WSW   17.3   17.5   17.5  1017.9  0.00   0.0   0.004   0.000   26.1    87   23.7   28.8  18.82  .0719    117    1    100.0    5 
27/05/15  1:05p   17.2   17.3   17.2    82   14.1   3.5   WSW   0.29   5.2   WSW   17.2   17.4   17.4  1017.9  0.00   0.0   0.004   0.000   25.9    88   23.8   28.8  19.40  .0719    117    1    100.0    5 
27/05/15  1:10p   17.3   17.3   17.2    82   14.2   3.5   WSW   0.29   5.2   WSW   17.3   17.5   17.5  1017.8  0.00   0.0   0.004   0.000   25.9    88   23.8   28.8  19.40  .0719    113    1     99.1    5 
27/05/15  1:15p   17.6   17.6   17.3    82   14.4   3.5   WSW   0.29   4.3   WSW   17.6   17.8   17.8  1017.7  0.00   0.0   0.003   0.000   26.1    88   23.9   28.9  19.39  .0719    117    1    100.0    5 
27/05/15  1:20p   17.8   17.8   17.6    81   14.5   3.5   WSW   0.29   5.2   WSW   17.8   18.1   18.1  1017.7  0.00   0.0   0.002   0.000   26.1    88   23.9   28.9  19.39  .0719    117    1    100.0    5 
27/05/15  1:25p   17.8   17.8   17.8    81   14.5   3.5   WSW   0.29   4.3   WSW   17.8   18.1   18.1  1017.7  0.00   0.0   0.002   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15  1:30p   18.1   18.1   17.8    81   14.8   3.5   WSW   0.29   4.3   WSW   18.1   18.4   18.4  1017.7  0.00   0.0   0.001   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15  1:35p   18.3   18.3   18.1    80   14.8   3.5   WSW   0.29   4.3   WSW   18.3   18.7   18.7  1017.7  0.00   0.0   0.000   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15  1:40p   18.4   18.4   18.3    79   14.7   4.3   WSW   0.36   5.2   WSW   18.4   18.8   18.8  1017.7  0.00   0.0   0.000   0.000   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15  1:45p   18.6   18.6   18.4    78   14.6   4.3   WSW   0.36   5.2   WSW   18.6   18.9   18.9  1017.7  0.00   0.0   0.000   0.001   26.2    88   24.0   29.2  19.39  .0718    117    1    100.0    5 
27/05/15  1:50p   18.6   18.6   18.5    79   14.8   4.3    SW   0.36   6.1    SW   18.6   18.9   18.9  1017.6  0.00   0.0   0.000   0.001   26.1    88   23.9   28.9  19.39  .0719    117    1    100.0    5 
27/05/15  1:55p   18.7   18.7   18.6    78   14.8   5.2    SW   0.43   6.1    SW   18.7   19.1   19.1  1017.6  0.00   0.0   0.000   0.001   26.1    88   23.9   28.9  19.39  .0718    118    1    100.0    5 
27/05/15  2:00p   18.7   18.7   18.7    78   14.8   5.2    SW   0.43   6.1    SW   18.7   19.1   19.1  1017.6  0.00   0.0   0.000   0.001   26.1    88   23.9   28.9  19.39  .0718    117    1    100.0    5 
27/05/15  2:05p   18.7   18.8   18.7    79   15.0   6.1    SW   0.51   7.0    SW   18.7   19.2   19.2  1017.5  0.00   0.0   0.000   0.001   26.1    88   23.9   28.9  19.39  .0718    117    1    100.0    5 
27/05/15  2:10p   18.8   18.8   18.7    80   15.3   6.1    SW   0.51   7.0    SW   18.8   19.3   19.3  1017.5  0.00   0.0   0.000   0.002   26.1    88   23.9   28.9  19.39  .0718    114    1    100.0    5 
27/05/15  2:15p   18.8   18.8   18.8    81   15.4   7.0    SW   0.58   7.8    SW   18.4   19.3   18.9  1017.4  0.00   0.0   0.000   0.002   26.1    89   24.1   29.1  19.95  .0718    117    1    100.0    5 
27/05/15  2:20p   18.7   18.8   18.7    82   15.6   7.0    SW   0.58   7.8    SW   18.4   19.2   18.9  1017.4  0.00   0.0   0.000   0.001   26.1    89   24.1   29.1  19.95  .0718    117    1    100.0    5 
27/05/15  2:25p   18.7   18.7   18.7    82   15.6   7.0    SW   0.58   7.8    SW   18.4   19.2   18.9  1017.3  0.00   0.0   0.000   0.001   26.1    89   24.1   29.1  19.95  .0718    117    1    100.0    5 
27/05/15  2:30p   18.7   18.7   18.6    82   15.5   7.0    SW   0.58   7.8    SW   18.3   19.2   18.8  1017.2  0.00   0.0   0.000   0.001   26.1    90   24.3   29.2  20.45  .0718    117    1    100.0    5 
27/05/15  2:35p   18.7   18.7   18.7    82   15.5   7.8    SW   0.65   8.7    SW   17.9   19.2   18.4  1017.2  0.00   0.0   0.000   0.001   26.1    90   24.3   29.2  20.45  .0718    117    1    100.0    5 
27/05/15  2:40p   18.6   18.7   18.5    83   15.6   7.8    SW   0.65   9.6    SW   17.8   19.0   18.2  1017.2  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  2:45p   18.5   18.6   18.5    82   15.4   7.8    SW   0.65   9.6    SW   17.7   18.9   18.2  1017.1  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  2:50p   18.3   18.5   18.3    83   15.3   7.8    SW   0.65   9.6    SW   17.5   18.7   17.9  1017.0  0.00   0.0   0.000   0.000   26.1    90   24.3   29.2  20.45  .0718    117    1    100.0    5 
27/05/15  2:55p   18.3   18.3   18.2    84   15.5   7.8    SW   0.65   8.7    SW   17.5   18.7   17.9  1017.1  0.00   0.0   0.000   0.000   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:00p   18.3   18.4   18.3    84   15.6   7.8    SW   0.65   8.7    SW   17.6   18.8   18.0  1017.1  0.00   0.0   0.000   0.000   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:05p   18.3   18.3   18.3    85   15.7   7.8    SW   0.65   9.6    SW   17.5   18.7   17.9  1017.0  0.00   0.0   0.000   0.000   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:10p   18.4   18.4   18.3    84   15.7   7.0    SW   0.58   7.8    SW   18.1   18.9   18.6  1016.9  0.00   0.0   0.000   0.000   26.1    91   24.5   29.3  21.03  .0717    118    1    100.0    5 
27/05/15  3:15p   18.6   18.6   18.4    84   15.9   7.0    SW   0.58   7.8    SW   18.3   19.1   18.8  1016.9  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    113    1     99.1    5 
27/05/15  3:20p   18.7   18.7   18.6    84   16.0   7.0    SW   0.58   8.7    SW   18.4   19.2   18.9  1016.8  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:25p   18.8   18.8   18.7    83   15.9   7.8    SW   0.65   8.7    SW   18.1   19.3   18.6  1016.8  0.00   0.0   0.000   0.002   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:30p   18.8   18.8   18.8    83   15.9   7.8    SW   0.65   8.7    SW   18.1   19.3   18.6  1016.7  0.00   0.0   0.000   0.002   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:35p   18.8   18.8   18.8    83   15.8   8.7    SW   0.72   9.6    SW   17.7   19.3   18.2  1016.7  0.00   0.0   0.000   0.002   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:40p   18.7   18.8   18.7    83   15.7   8.7   WSW   0.72   9.6    SW   17.5   19.2   18.0  1016.6  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:45p   18.6   18.7   18.5    83   15.6   8.7   WSW   0.72  10.4   WSW   17.4   19.0   17.8  1016.5  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:50p   18.6   18.6   18.6    83   15.6   8.7   WSW   0.72  10.4   WSW   17.4   19.0   17.8  1016.5  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  3:55p   18.6   18.6   18.5    84   15.8   9.6   WSW   0.80  10.4   WSW   17.0   19.1   17.5  1016.4  0.00   0.0   0.000   0.001   25.9    91   24.4   29.1  21.02  .0717    117    1    100.0    5 
27/05/15  4:00p   18.6   18.6   18.5    84   15.8  10.4    SW   0.87  11.3    SW   16.6   19.1   17.1  1016.4  0.00   0.0   0.000   0.001   25.9    91   24.4   29.1  21.02  .0717    117    1    100.0    5 
27/05/15  4:05p   18.6   18.6   18.6    84   15.9  10.4    SW   0.87  13.0    SW   16.7   19.1   17.2  1016.4  0.00   0.0   0.000   0.001   25.9    90   24.2   28.9  20.45  .0718    117    1    100.0    5 
27/05/15  4:10p   18.7   18.7   18.6    84   15.9  10.4    SW   0.87  12.2    SW   16.8   19.2   17.3  1016.4  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:15p   18.6   18.7   18.6    84   15.9  10.4    SW   0.87  11.3    SW   16.7   19.1   17.2  1016.3  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    113    1     99.1    5 
27/05/15  4:20p   18.6   18.6   18.6    85   16.0  10.4    SW   0.87  11.3    SW   16.6   19.1   17.1  1016.3  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    118    1    100.0    5 
27/05/15  4:25p   18.6   18.6   18.6    85   16.0  10.4    SW   0.87  11.3    SW   16.7   19.1   17.2  1016.2  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:30p   18.6   18.6   18.6    84   15.8  10.4    SW   0.87  12.2    SW   16.6   19.1   17.1  1016.2  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:35p   18.6   18.6   18.6    85   16.0  11.3    SW   0.94  13.0    SW   16.3   19.1   16.8  1016.1  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:40p   18.6   18.6   18.6    85   16.0  11.3    SW   0.94  12.2    SW   16.4   19.1   16.9  1016.0  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:45p   18.6   18.6   18.6    85   16.0  11.3    SW   0.94  13.9    SW   16.4   19.1   16.9  1016.0  0.00   0.0   0.000   0.001   26.1    91   24.5   29.3  21.03  .0717    117    1    100.0    5 
27/05/15  4:50p   18.6   18.7   18.6    85   16.0  13.0    SW   1.09  14.8    SW   16.0   19.1   16.5  1016.0  0.00   0.0   0.000   0.001   26.2    91   24.6   29.5  21.03  .0716    117    1    100.0    5 
27/05/15  4:55p   18.6   18.6   18.6    86   16.2  12.2    SW   1.01  13.0    SW   16.2   19.1   16.7  1015.9  0.00   0.0   0.000   0.001   26.2    91   24.6   29.5  21.03  .0716    117    1    100.0    5 
27/05/15  5:00p   18.9   18.9   18.6    85   16.3  10.4    SW   0.87  12.2    SW   17.0   19.4   17.6  1015.9  0.00   0.0   0.000   0.002   26.2    91   24.6   29.5  21.03  .0716    117    1    100.0    5 
27/05/15  5:05p   19.1   19.1   18.9    85   16.5   9.6    SW   0.80  10.4    SW   17.6   19.7   18.2  1015.8  0.00   0.0   0.000   0.003   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:10p   19.2   19.3   19.1    83   16.3   9.6   WSW   0.80  13.0   WSW   17.8   19.8   18.4  1015.8  0.00   0.0   0.000   0.003   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:15p   19.0   19.2   19.0    83   16.0  11.3   WSW   0.94  12.2   WSW   16.8   19.6   17.4  1015.7  0.00   0.0   0.000   0.002   26.2    91   24.6   29.6  21.03  .0716    114    1    100.0    5 
27/05/15  5:20p   18.9   19.0   18.9    83   15.9  11.3    SW   0.94  13.0    SW   16.7   19.4   17.3  1015.7  0.00   0.0   0.000   0.002   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:25p   18.8   18.9   18.8    82   15.7  12.2    SW   1.01  13.0    SW   16.4   19.3   16.9  1015.6  0.00   0.0   0.000   0.002   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:30p   18.8   18.8   18.8    82   15.7  12.2    SW   1.01  14.8    SW   16.4   19.3   16.9  1015.6  0.00   0.0   0.000   0.002   26.2    91   24.6   29.6  21.03  .0716    118    1    100.0    5 
27/05/15  5:35p   19.0   19.0   18.8    82   15.9  11.3    SW   0.94  13.0    SW   16.8   19.6   17.4  1015.6  0.00   0.0   0.000   0.002   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:40p   19.1   19.1   19.0    81   15.7  11.3    SW   0.94  12.2    SW   16.9   19.6   17.5  1015.5  0.00   0.0   0.000   0.003   26.2    91   24.6   29.6  21.03  .0716    117    1    100.0    5 
27/05/15  5:45p   19.1   19.1   19.0    81   15.7  11.3    SW   0.94  12.2    SW   16.9   19.6   17.5  1015.5  0.00   0.0   0.000   0.003   26.2    90   24.5   29.5  20.45  .0716    117    1    100.0    5 
27/05/15  5:50p   19.1   19.1   19.0    81   15.7  10.4    SW   0.87  12.2    SW   17.2   19.6   17.8  1015.5  0.00   0.0   0.000   0.003   26.2    90   24.5   29.5  20.45  .0716    117    1    100.0    5 
27/05/15  5:55p   19.1   19.1   19.1    80   15.6   9.6    SW   0.80  11.3    SW   17.6   19.7   18.2  1015.4  0.00   0.0   0.000   0.003   26.2    90   24.5   29.5  20.45  .0716    117    1    100.0    5 
27/05/15  6:00p   19.2   19.2   19.1    79   15.5   9.6    SW   0.80  11.3    SW   17.8   19.7   18.3  1015.4  0.00   0.0   0.000   0.003   26.2    90   24.5   29.5  20.45  .0716    117    1    100.0    5 
27/05/15  6:05p   19.3   19.3   19.3    78   15.3   9.6    SW   0.80  11.3    SW   17.8   19.8   18.3  1015.4  0.00   0.0   0.000   0.003   26.2    90   24.5   29.5  20.45  .0716    117    1    100.0    5 
27/05/15  6:10p   19.4   19.4   19.3    77   15.3   9.6    SW   0.80  11.3    SW   18.0   19.9   18.5  1015.3  0.00   0.0   0.000   0.004   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:15p   19.6   19.6   19.4    77   15.4   9.6    SW   0.80  11.3    SW   18.1   20.1   18.6  1015.3  0.00   0.0   0.000   0.004   26.2    89   24.3   29.4  19.95  .0716    113    1     99.1    5 
27/05/15  6:20p   19.7   19.7   19.6    76   15.3  10.4    SW   0.87  12.2    SW   17.9   20.2   18.4  1015.3  0.00   0.0   0.000   0.005   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:25p   19.7   19.8   19.7    76   15.4   8.7    SW   0.72  11.3    SW   18.6   20.2   19.1  1015.2  0.00   0.0   0.000   0.005   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:30p   19.7   19.7   19.7    77   15.6   8.7    SW   0.72  11.3    SW   18.6   20.3   19.2  1015.2  0.00   0.0   0.000   0.005   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:35p   20.0   20.0   19.7    75   15.4   7.0    SW   0.58  10.4   SSW   19.6   20.5   20.1  1015.2  0.00   0.0   0.000   0.006   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:40p   20.2   20.2   20.0    75   15.6   7.0    SW   0.58  10.4    SW   19.8   20.7   20.3  1015.1  0.00   0.0   0.000   0.007   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:45p   20.3   20.3   20.2    74   15.5   6.1    SW   0.51  12.2   SSW   20.3   20.8   20.8  1015.2  0.00   0.0   0.000   0.007   26.2    89   24.3   29.4  19.95  .0716    118    1    100.0    5 
27/05/15  6:50p   20.2   20.4   20.2    73   15.2   7.0    SW   0.58   8.7   WSW   19.8   20.7   20.3  1015.2  0.00   0.0   0.000   0.007   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  6:55p   20.1   20.3   20.1    75   15.5   6.1    SW   0.51   7.8    SW   20.1   20.6   20.6  1015.2  0.00   0.0   0.000   0.006   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  7:00p   20.1   20.1   20.1    76   15.7   6.1    SW   0.51   7.8    SW   20.1   20.6   20.6  1015.2  0.00   0.0   0.000   0.006   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  7:05p   19.9   20.1   19.9    76   15.6   5.2    SW   0.43   7.0    SW   19.9   20.5   20.5  1015.3  0.00   0.0   0.000   0.006   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
27/05/15  7:10p   19.9   19.9   19.9    77   15.8   5.2    SW   0.43   7.0    SW   19.9   20.5   20.5  1015.2  0.00   0.0   0.000   0.006   26.2    89   24.3   29.4  19.95  .0716    117    1    100.0    5 
